Source,Target,Date,Hashtags,Impact,Impressions,Twitter Followers,Twitter Following,Twitter Tweets,Reach (new)
134239948,@hmureithi,2022-07-19 16:47:28.000,#mamambogamoment,0.0,32,32,159,462,0
134239948,@kenyans,2022-07-19 16:47:28.000,#mamambogamoment,0.0,32,32,159,462,0
4083458907,@oleitumbi,2022-07-10 16:21:50.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",38.9,21114,21114,15120,157903,7602
4083458907,@williamsruto,2022-07-10 16:21:50.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",38.9,21114,21114,15120,157903,7602
1357591577925935104,@oleitumbi,2022-07-10 14:36:50.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",31.8,10073,10073,1209,32910,4958
1357591577925935104,@williamsruto,2022-07-10 14:36:50.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",31.8,10073,10073,1209,32910,4958
1533716420772646912,@oleitumbi,2022-07-09 12:34:16.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",0.0,342,342,183,1705,0
1533716420772646912,@williamsruto,2022-07-09 12:34:16.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",0.0,342,342,183,1705,0
1088085142994935808,@oleitumbi,2022-07-09 12:13:24.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",15.0,3918,3918,2735,134213,2485
1088085142994935808,@williamsruto,2022-07-09 12:13:24.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",15.0,3918,3918,2735,134213,2485
1106310289711120384,@oleitumbi,2022-07-09 12:01:43.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",61.5,144197,42410,5891,320656,21299
1106310289711120384,@williamsruto,2022-07-09 12:01:43.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",61.5,144197,42410,5891,320656,21299
1524933644879536128,@,2022-07-07 15:08:03.000,"#mamambogamoment, #hustlernation, #radico",2.3,2024,2024,1795,37657,1205
1385507560791363584,@oleitumbi,2022-06-29 06:57:45.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",0.0,546,546,616,2060,0
1385507560791363584,@williamsruto,2022-06-29 06:57:45.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",0.0,546,546,616,2060,0
4460304316,@oleitumbi,2022-06-29 06:51:09.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",34.2,11574,11574,8736,45315,5400
4460304316,@williamsruto,2022-06-29 06:51:09.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",34.2,11574,11574,8736,45315,5400
4083458907,@oleitumbi,2022-06-29 06:50:07.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",38.8,20780,20780,14904,154468,7537
4083458907,@williamsruto,2022-06-29 06:50:07.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",38.8,20780,20780,14904,154468,7537
2342778935,@oleitumbi,2022-06-29 06:06:11.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",0.0,1497,1497,1474,80713,717
2342778935,@williamsruto,2022-06-29 06:06:11.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",0.0,1497,1497,1474,80713,717
337594729,@oleitumbi,2022-06-29 04:11:03.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",1.6,1906,1906,5006,29398,1103
337594729,@williamsruto,2022-06-29 04:11:03.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",1.6,1906,1906,5006,29398,1103
1106310289711120384,@oleitumbi,2022-06-29 04:03:17.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",55.5,83863,41969,5793,315300,16652
1106310289711120384,@williamsruto,2022-06-29 04:03:17.000,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",55.5,83863,41969,5793,315300,16652
1077301359949565952,@williamsruto,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
1077301359949565952,@biancawamu,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
1077301359949565952,@peterratemo4,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
1077301359949565952,@oleitumbi,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
1077301359949565952,@husseinmohamedg,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
1077301359949565952,@wmmartha,2022-06-24 21:52:58.000,#mamambogamoment,23.6,5295,5295,5636,4302,3182
3246542092,@williamsruto,2022-06-18 09:48:59.000,"#mamambogamoment, #rigathibestchoice",3.4,561,501,341,3520,0
3246542092,@rigathi,2022-06-18 09:48:59.000,"#mamambogamoment, #rigathibestchoice",3.4,561,501,341,3520,0
383720798,@nduyamuthama,2022-06-16 17:50:15.000,#mamambogamoment,0.0,790,790,2640,4485,0
1445090591155658752,@nduyamuthama,2022-06-16 16:26:18.000,#mamambogamoment,5.6,1252,462,996,912,159
147566735,@standardkenya,2022-06-11 12:44:40.000,"#mamambogamoment, #azimioonekenya, #kenyakwanza, #mondaymotivation",0.0,268,268,2708,1697,0
1365743143044399104,@donaldbkipkorir,2022-06-11 09:02:33.000,"#mamambogamoment, #mamammoja",0.0,74,74,114,1794,0
1484089031625482240,@alexawiti,2022-06-11 08:11:18.000,"#mamambogamoment, #mamaazimio, #babanamama",0.0,485,485,782,35104,0
1501458464354279424,@womenruto,2022-06-10 15:18:56.000,"#mamambogamoment, #womenforruto, #rutoforwomen",0.0,71,71,11,1881,0
1501458464354279424,@isaackmutai9,2022-06-10 15:18:54.000,"#mamambogamoment, #womenforruto, #rutoforwomen",0.0,71,71,11,1880,0
1501458464354279424,@womenruto,2022-06-10 15:18:54.000,"#mamambogamoment, #womenforruto, #rutoforwomen",0.0,71,71,11,1880,0
2889508539,@railaodinga,2022-06-10 08:44:29.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,4,4,70,22,0
2889508539,@williamsruto,2022-06-10 08:44:29.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,4,4,70,22,0
1522851617661464576,@railaodinga,2022-06-09 10:37:54.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,266,266,270,619,0
1522851617661464576,@williamsruto,2022-06-09 10:37:54.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,266,266,270,619,0
440172735,@railaodinga,2022-06-08 19:22:12.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,267,267,1683,5009,0
440172735,@williamsruto,2022-06-08 19:22:12.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,267,267,1683,5009,0
1259473093166333952,@railaodinga,2022-06-08 17:05:30.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,647,647,1606,12780,0
1259473093166333952,@williamsruto,2022-06-08 17:05:30.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,647,647,1606,12780,0
2264467486,@railaodinga,2022-06-08 14:30:27.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,88,88,141,382,0
2264467486,@williamsruto,2022-06-08 14:30:27.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,88,88,141,382,0
902519384253575168,@railaodinga,2022-06-08 13:12:04.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",36.0,13719,13719,12779,189862,5974
902519384253575168,@williamsruto,2022-06-08 13:12:04.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",36.0,13719,13719,12779,189862,5974
339547323,@railaodinga,2022-06-08 12:40:22.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,201,201,729,380,0
339547323,@williamsruto,2022-06-08 12:40:22.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,201,201,729,380,0
914628382222057472,@railaodinga,2022-06-08 12:30:37.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,262,262,157,17797,0
914628382222057472,@williamsruto,2022-06-08 12:30:37.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,262,262,157,17797,0
4008191729,@railaodinga,2022-06-08 11:46:04.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1528,1528,1663,9254,748
4008191729,@williamsruto,2022-06-08 11:46:04.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1528,1528,1663,9254,748
783949670120820736,@railaodinga,2022-06-08 11:16:09.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,10,10,282,126,0
783949670120820736,@williamsruto,2022-06-08 11:16:09.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,10,10,282,126,0
796229131662979072,@railaodinga,2022-06-08 09:41:40.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1667,1667,1062,47554,885
796229131662979072,@williamsruto,2022-06-08 09:41:40.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1667,1667,1062,47554,885
1314167216275939328,@railaodinga,2022-06-08 09:08:20.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,51,51,318,1594,0
1314167216275939328,@williamsruto,2022-06-08 09:08:20.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,51,51,318,1594,0
1240919230612213760,@railaodinga,2022-06-08 08:41:15.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,41,41,179,193,0
1240919230612213760,@williamsruto,2022-06-08 08:41:15.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,41,41,179,193,0
4392898757,@railaodinga,2022-06-08 08:29:26.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",15.3,3941,3941,4913,30922,2498
4392898757,@williamsruto,2022-06-08 08:29:26.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",15.3,3941,3941,4913,30922,2498
2906803496,@railaodinga,2022-06-08 07:49:40.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,114,114,213,1301,0
2906803496,@williamsruto,2022-06-08 07:49:40.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,114,114,213,1301,0
953297736924884992,@railaodinga,2022-06-08 07:45:17.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,653,653,1063,15017,0
953297736924884992,@williamsruto,2022-06-08 07:45:17.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,653,653,1063,15017,0
585863716,@railaodinga,2022-06-08 07:26:31.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1462,1462,2303,33808,681
585863716,@williamsruto,2022-06-08 07:26:31.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1462,1462,2303,33808,681
703846714633879552,@railaodinga,2022-06-08 07:23:32.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",16.0,3990,3990,3968,7467,2525
703846714633879552,@williamsruto,2022-06-08 07:23:32.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",16.0,3990,3990,3968,7467,2525
566181766,@railaodinga,2022-06-08 06:44:46.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",2.4,2040,2040,1832,11445,1218
566181766,@williamsruto,2022-06-08 06:44:46.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",2.4,2040,2040,1832,11445,1218
1141357401309896704,@railaodinga,2022-06-08 05:44:24.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,196,196,374,7285,0
1141357401309896704,@williamsruto,2022-06-08 05:44:24.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,196,196,374,7285,0
1207502099417849856,@railaodinga,2022-06-08 05:36:39.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,884,884,1698,7296,0
1207502099417849856,@williamsruto,2022-06-08 05:36:39.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,884,884,1698,7296,0
1276996006987661312,@railaodinga,2022-06-08 05:04:39.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,486,486,944,4398,0
1276996006987661312,@williamsruto,2022-06-08 05:04:39.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,486,486,944,4398,0
501725961,@railaodinga,2022-06-08 04:59:55.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",39.1,21649,21649,20041,57977,7705
501725961,@williamsruto,2022-06-08 04:59:55.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",39.1,21649,21649,20041,57977,7705
487523593,@railaodinga,2022-06-08 04:39:43.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,851,851,1607,6224,0
487523593,@williamsruto,2022-06-08 04:39:43.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,851,851,1607,6224,0
1500779673806123008,@railaodinga,2022-06-08 04:22:09.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,345,345,363,2368,0
1500779673806123008,@williamsruto,2022-06-08 04:22:09.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,345,345,363,2368,0
257944100,@railaodinga,2022-06-08 04:15:06.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",1.3,1855,1855,3635,5563,1058
257944100,@williamsruto,2022-06-08 04:15:06.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",1.3,1855,1855,3635,5563,1058
1509543561242591232,@railaodinga,2022-06-08 03:59:16.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1004,1004,1001,2899,149
1509543561242591232,@williamsruto,2022-06-08 03:59:16.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1004,1004,1001,2899,149
1032962263819411456,@railaodinga,2022-06-08 03:57:14.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",25.1,5770,5770,6228,139893,3395
1032962263819411456,@williamsruto,2022-06-08 03:57:14.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",25.1,5770,5770,6228,139893,3395
264175421,@railaodinga,2022-06-08 03:55:26.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,38,38,258,565,0
264175421,@williamsruto,2022-06-08 03:55:26.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,38,38,258,565,0
1249246260,@railaodinga,2022-06-08 03:43:53.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1210,1210,2278,29642,404
1249246260,@williamsruto,2022-06-08 03:43:53.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1210,1210,2278,29642,404
1091292192,@railaodinga,2022-06-08 03:35:20.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",2.5,2067,2067,5001,13937,1241
1091292192,@williamsruto,2022-06-08 03:35:20.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",2.5,2067,2067,5001,13937,1241
1196650383533363200,@railaodinga,2022-06-08 03:34:22.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,688,688,459,7627,0
1196650383533363200,@williamsruto,2022-06-08 03:34:22.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,688,688,459,7627,0
562733409,@railaodinga,2022-06-08 03:33:49.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,380,380,810,4524,0
562733409,@williamsruto,2022-06-08 03:33:49.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,380,380,810,4524,0
1500044171733831680,@railaodinga,2022-06-08 03:30:28.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,79,79,211,910,0
1500044171733831680,@williamsruto,2022-06-08 03:30:28.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,79,79,211,910,0
955187853537005568,@railaodinga,2022-06-08 03:29:02.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",79.9,379946,268890,429,5736,98090
955187853537005568,@williamsruto,2022-06-08 03:29:02.000,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",79.9,379946,268890,429,5736,98090
1410314204377124864,@williamsruto,2022-06-07 18:24:56.000,"#mamambogamoment, #hustlernation",0.0,24,24,112,1104,0
390840884,@williamsruto,2022-06-07 10:18:05.000,"#mamambogamoment, #hustlernation",0.0,1298,1298,3285,1827,504
1301795753363419136,@williamsruto,2022-06-07 05:49:09.000,"#mamambogamoment, #hustlernation",0.0,690,690,713,8828,0
2926864057,@williamsruto,2022-06-07 04:43:39.000,"#mamambogamoment, #hustlernation",0.0,535,535,1187,7596,0
1470867587995156480,@williamsruto,2022-06-06 21:02:36.000,"#mamambogamoment, #hustlernation",0.0,1,1,106,50,0
765175099930603520,@williamsruto,2022-06-06 20:27:52.000,"#mamambogamoment, #hustlernation",0.0,76,76,46,3566,0
1268504966941020160,@williamsruto,2022-06-06 19:24:13.000,"#mamambogamoment, #hustlernation",0.0,46,46,52,141,0
1339638370557898752,@williamsruto,2022-06-06 18:03:32.000,"#mamambogamoment, #hustlernation",0.0,321,321,320,12386,0
216069518,@williamsruto,2022-06-06 17:18:47.000,"#mamambogamoment, #hustlernation",37.6,17001,17001,16420,59061,6751
1298971677699772416,@gunnerafrican,2022-06-06 16:03:04.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,62,62,223,1744,0
1298971677699772416,@husseinmohamedg,2022-06-06 16:03:04.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,62,62,223,1744,0
1298971677699772416,@sakajajohnson,2022-06-06 16:03:04.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,62,62,223,1744,0
1298971677699772416,@udakenya,2022-06-06 16:03:04.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,62,62,223,1744,0
1160054473475186688,@williamsruto,2022-06-06 15:34:13.000,"#mamambogamoment, #hustlernation",0.0,124,124,519,615,0
1324395618,@williamsruto,2022-06-06 15:25:42.000,"#mamambogamoment, #hustlernation",0.0,193,193,979,4678,0
1262257822886252544,@williamsruto,2022-06-06 13:47:01.000,"#mamambogamoment, #hustlernation",0.0,934,934,257,78075,55
724705775495569408,@williamsruto,2022-06-06 13:27:13.000,"#mamambogamoment, #hustlernation",0.0,652,652,1319,28729,0
1441816369788452864,@williamsruto,2022-06-06 13:21:00.000,"#mamambogamoment, #hustlernation",0.0,1147,1147,678,14342,329
796229131662979072,@williamsruto,2022-06-06 13:10:44.000,"#mamambogamoment, #hustlernation",0.0,1653,1653,1058,47284,871
1343862429374160896,@williamsruto,2022-06-06 11:47:38.000,"#mamambogamoment, #hustlernation",0.0,39,39,229,270,0
517331956,@williamsruto,2022-06-06 11:46:15.000,"#mamambogamoment, #hustlernation",0.0,844,844,939,12382,0
795598175499386880,@williamsruto,2022-06-06 11:14:01.000,"#mamambogamoment, #hustlernation",0.0,144,144,1396,1633,0
279613200,@williamsruto,2022-06-06 11:04:09.000,"#mamambogamoment, #hustlernation",0.0,1077,1077,1910,10239,243
1301202966293155840,@williamsruto,2022-06-06 10:52:49.000,"#mamambogamoment, #hustlernation",0.0,307,307,192,12085,0
140357253,@williamsruto,2022-06-06 09:57:03.000,"#mamambogamoment, #hustlernation",0.0,213,213,1149,5014,0
977549394655539200,@williamsruto,2022-06-06 09:26:05.000,"#mamambogamoment, #hustlernation",0.0,328,328,288,2044,0
1463251553511370752,@gunnerafrican,2022-06-06 08:40:18.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,205,205,305,6873,0
1463251553511370752,@husseinmohamedg,2022-06-06 08:40:18.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,205,205,305,6873,0
1463251553511370752,@sakajajohnson,2022-06-06 08:40:18.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,205,205,305,6873,0
1463251553511370752,@udakenya,2022-06-06 08:40:18.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,205,205,305,6873,0
785038700652748800,@williamsruto,2022-06-06 07:55:49.000,"#mamambogamoment, #hustlernation",4.2,2396,2396,1811,21084,1503
1295032579,@williamsruto,2022-06-06 07:44:54.000,"#mamambogamoment, #hustlernation",6.0,2937,2937,4430,39768,1888
954251091771908096,@gunnerafrican,2022-06-06 07:42:45.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",2.0,1967,1967,1461,24178,1156
954251091771908096,@husseinmohamedg,2022-06-06 07:42:45.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",2.0,1967,1967,1461,24178,1156
954251091771908096,@sakajajohnson,2022-06-06 07:42:45.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",2.0,1967,1967,1461,24178,1156
954251091771908096,@udakenya,2022-06-06 07:42:45.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",2.0,1967,1967,1461,24178,1156
124429124,@williamsruto,2022-06-06 07:35:19.000,"#mamambogamoment, #hustlernation",0.0,924,924,1903,51059,41
2246570950,@gunnerafrican,2022-06-06 07:30:23.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",49.9,44749,38782,5798,13950,14669
2246570950,@husseinmohamedg,2022-06-06 07:30:23.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",49.9,44749,38782,5798,13950,14669
2246570950,@sakajajohnson,2022-06-06 07:30:23.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",49.9,44749,38782,5798,13950,14669
2246570950,@udakenya,2022-06-06 07:30:23.000,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",49.9,44749,38782,5798,13950,14669
951672404396429312,@williamsruto,2022-06-06 07:03:04.000,"#mamambogamoment, #hustlernation",3.5,2245,2245,2360,10412,1386
1044883577798893568,@williamsruto,2022-06-06 07:00:52.000,"#mamambogamoment, #hustlernation",0.0,1319,1319,4998,72872,528
1240919230612213760,@williamsruto,2022-06-06 06:56:52.000,"#mamambogamoment, #hustlernation",0.0,40,40,179,163,0
1526888906683211776,@williamsruto,2022-06-06 06:52:45.000,"#mamambogamoment, #hustlernation",0.0,6,6,143,32,0
1138861973326782464,@williamsruto,2022-06-06 06:48:48.000,"#mamambogamoment, #hustlernation",8.3,3645,3645,279,22210,2330
1278092077004468224,@williamsruto,2022-06-06 06:37:18.000,"#mamambogamoment, #hustlernation",0.0,86,86,1027,648,0
325399052,@williamsruto,2022-06-06 06:32:16.000,"#mamambogamoment, #hustlernation",0.0,622,622,3055,6899,0
895651580099297280,@williamsruto,2022-06-06 06:18:24.000,"#mamambogamoment, #hustlernation",31.9,10289,10289,6524,7985,5024
39303612,@williamsruto,2022-06-06 06:11:24.000,"#mamambogamoment, #hustlernation",0.0,712,712,3277,8878,0
914416013164384256,@williamsruto,2022-06-06 06:10:26.000,"#mamambogamoment, #hustlernation",0.0,728,728,975,2981,0
1563813548,@williamsruto,2022-06-06 06:10:08.000,"#mamambogamoment, #hustlernation",25.9,6021,6021,3678,7174,3504
879256330246250496,@williamsruto,2022-06-06 06:04:30.000,"#mamambogamoment, #hustlernation",4.1,2387,2387,2600,13821,1496
1041464369404506112,@williamsruto,2022-06-06 06:02:11.000,"#mamambogamoment, #hustlernation",0.0,211,211,1317,12987,0
1260622183879127040,@williamsruto,2022-06-06 05:51:31.000,"#mamambogamoment, #hustlernation",0.0,106,106,85,347,0
736096856606834688,@williamsruto,2022-06-06 05:50:58.000,"#mamambogamoment, #hustlernation",0.0,332,332,409,13064,0
1709442834,@williamsruto,2022-06-06 05:46:15.000,"#mamambogamoment, #hustlernation",0.0,225,225,322,6631,0
499832520,@williamsruto,2022-06-06 05:43:46.000,"#mamambogamoment, #hustlernation",0.0,915,915,1809,5944,29
904780092001230848,@williamsruto,2022-06-06 05:41:26.000,"#mamambogamoment, #hustlernation",15.2,3934,3934,4969,113601,2494
256145719,@williamsruto,2022-06-06 05:38:31.000,"#mamambogamoment, #hustlernation",54.2,136313,136313,23325,46714,18594
819537404474388480,@williamsruto,2022-06-06 05:37:54.000,"#mamambogamoment, #hustlernation",0.0,772,772,410,2073,0
385374019,@williamsruto,2022-06-06 05:25:29.000,"#mamambogamoment, #hustlernation",0.0,279,279,1972,3061,0
468246932,@williamsruto,2022-06-06 05:18:47.000,"#mamambogamoment, #hustlernation",0.0,644,644,253,130983,0
1385644512400363520,@williamsruto,2022-06-06 05:05:33.000,"#mamambogamoment, #hustlernation",0.0,204,204,455,8873,0
267404703,@williamsruto,2022-06-06 05:03:10.000,"#mamambogamoment, #hustlernation",0.0,373,373,530,3573,0
994277262789959680,@williamsruto,2022-06-06 05:02:16.000,"#mamambogamoment, #hustlernation",32.1,10466,10466,2171,42966,5078
