Id,Label,Sentiment,Account Type,Gender,Impact,Impressions,Total Monthly Visitors,Twitter Followers,Twitter Following,Twitter Tweets,Reach (new)
1320024669676883968,Beatric06754363,neutral,individual,female,2.4,2036,1414667000,2036,804,27316,1215
3300351310,awanyoike3,neutral,individual,unknown,0.0,1108,1414667000,1108,1424,69646,282
904950292113969152,MwendeCharles,neutral,individual,unknown,45.5,47837,1414667000,47837,47604,84927,11507
476094022,EvansChege,neutral,individual,unknown,0.0,496,1414667000,496,534,28577,0
2474666621,AdanDuqow,neutral,individual,male,0.0,207,1414667000,207,526,1623,0
47953133,beth_kasinga,neutral,individual,female,39.5,22308,1414667000,22308,8527,159306,7829
1041277727523987456,Hustler_028,neutral,individual,male,0.0,1143,1414667000,1143,1118,2385,324
1523941196615323648,issa_grei,neutral,individual,male,0.0,6,1414667000,6,81,189,0
973888984156987392,eric_opanda,neutral,individual,unknown,0.0,646,1414667000,646,1213,15853,0
1168381022804828160,daltoo_eye,neutral,individual,female,0.0,736,1414667000,736,3950,19580,0
788665806443913216,Amb_Saleh,neutral,individual,unknown,26.5,6249,1414667000,6249,200,1742,3600
90391467,abedlelgo,neutral,individual,male,0.0,1460,1414667000,1460,1160,33680,679
1494374099438772224,McaMwongaJnr,neutral,individual,unknown,0.0,15,1414667000,15,71,168,0
2533359417,KariukiCyruz,neutral,individual,male,40.8,26105,1414667000,26105,10728,63169,8504
1118624451564851200,client13144,neutral,individual,unknown,0.0,1032,1414667000,1032,469,25678,186
1419991829462847488,OtungahB,neutral,individual,unknown,0.0,35,1414667000,35,73,1321,0
185195661,john_nderitu,neutral,individual,male,0.0,434,1414667000,434,1683,10192,0
1032962263819411456,DaView_k,neutral,individual,male,25.1,5773,1414667000,5773,6231,139467,3397
202149738,Keerulanah,neutral,individual,unknown,38.3,19042,1414667000,19042,833,27964,7188
3413089996,KeMatumbei,neutral,individual,unknown,0.0,303,1414667000,303,608,11744,0
1501498928306561024,TravisNgich,neutral,individual,male,0.0,77,1414667000,77,181,744,0
4104937337,schelanga94,neutral,individual,unknown,0.0,716,1414667000,716,3679,15690,0
3162366058,Utred_Allan,neutral,individual,male,26.7,6360,1414667000,6360,5458,24444,3646
543181820,EmbuPundit,neutral,individual,unknown,29.0,7597,1414667000,7597,925,1544,4126
1091292192,TSetanei,neutral,individual,unknown,2.5,2065,1414667000,2065,5001,13837,1239
1418593658111156224,Lemenyi_KE,neutral,individual,unknown,0.0,213,1414667000,213,212,4300,0
796213796243181568,UDAparty2022,neutral,individual,unknown,0.0,586,1414667000,586,490,4921,0
331027062,Musajuma44,neutral,individual,male,0.0,1025,1414667000,1025,1175,5675,177
1354870867122151424,manesah_,neutral,individual,unknown,0.0,1419,1414667000,1419,719,2913,636
1110483536161792000,JohnWil50304360,neutral,individual,male,0.0,230,1414667000,230,302,4644,0
133430476,pkarnet,neutral,individual,male,7.0,3340,1414667000,3340,2647,111978,2147
3301475844,OtengoWelling1,neutral,individual,unknown,0.0,1467,1414667000,1467,3812,26842,686
548237267,wiz_freak,neutral,individual,unknown,1.1,1829,1414667000,1829,3051,9998,1035
68382599,OleItumbi,neutral,individual,male,95.5,3638051,1414667000,1657203,8246,57650,537399
606111244,josphatmutai43,neutral,individual,unknown,0.0,91,1414667000,91,359,2079,0
1128638465896325120,DaddyMsoo,neutral,individual,unknown,0.0,412,1414667000,412,1055,1852,0
874237330739122176,Ojwang44,neutral,individual,unknown,0.0,1462,1414667000,1462,2880,53135,681
2392309662,kev_kev254,neutral,individual,male,0.0,648,1414667000,648,1260,11788,0
471835406,edmosesking,neutral,individual,unknown,0.0,1447,1414667000,1447,2656,9865,665
2225542174,MakimiiDom,neutral,individual,unknown,0.0,338,1414667000,338,411,1422,0
1246104677898506240,Kapengurian,neutral,individual,male,0.0,1490,1414667000,1490,1668,7150,710
1445090591155658752,TevinMacharia,neutral,individual,unknown,29.6,793,1414667000,430,989,670,1513
452242832,MaithaKarisa,neutral,individual,unknown,0.0,1036,1414667000,1036,852,75182,191
34365725,muthaara,neutral,individual,male,12.9,3806,1414667000,3806,4972,58912,2422
902519384253575168,RaswilliEms69,neutral,individual,unknown,36.0,13731,1414667000,13731,12787,188652,5977
1511750545173848064,ItsKairuNgugi,neutral,individual,male,0.0,982,1414667000,982,960,545,120
1222275839494180864,FelipeGambler_,neutral,individual,unknown,0.0,40,1414667000,40,145,468,0
1499772780144902144,alex_keeja,neutral,individual,male,0.0,228,1414667000,228,251,6778,0
2392309662,kev_kev254,neutral,individual,male,0.0,647,1414667000,647,1259,11677,0
910888591592697856,Japhetkmaina,neutral,individual,unknown,0.0,1582,1414667000,1582,46,100885,802
1381203332174336000,gideonokumu81,neutral,individual,male,0.0,152,1414667000,152,636,2399,0
1128952871209394176,Frank_KanaTech,neutral,individual,male,33.3,11121,1414667000,11121,9836,27294,5271
2246570950,MWALIMU_AMUNGA,neutral,individual,unknown,43.7,38777,1414667000,38777,5794,13943,10389
1262257822886252544,David___Mbugua,neutral,individual,male,0.0,934,1414667000,934,254,77636,55
228580505,SakajaJohnson,neutral,individual,unknown,69.8,940603,1414667000,940603,3627,22060,41668
1192894938108878848,SHINYALU_Online,neutral,individual,male,0.0,1127,1414667000,1127,61,1899,305
1192894938108878848,SHINYALU_Online,neutral,individual,male,0.0,1127,1414667000,1127,61,1888,305
1264280735164366848,RutoSara,neutral,individual,female,0.0,103,1414667000,103,70,1789,0
1192891412339183616,KUMOTOLE,neutral,individual,unknown,0.0,178,1414667000,178,219,2173,0
1192891412339183616,KUMOTOLE,neutral,individual,unknown,0.0,178,1414667000,178,219,2162,0
2952785068,WomenInANCParty,neutral,individual,unknown,0.0,1156,1414667000,1156,290,1549,340
2952785068,WomenInANCParty,neutral,individual,unknown,0.0,1156,1414667000,1156,290,1537,340
1525816503081345024,SOSERA7,neutral,individual,unknown,0.0,1,1414667000,1,20,6,0
609210938,umosoo,neutral,individual,unknown,0.0,73,1414667000,73,110,4117,0
609210938,umosoo,neutral,individual,unknown,0.0,73,1414667000,73,110,4116,0
1221911399468847104,hustlermilan,neutral,individual,male,0.0,252,1414667000,252,461,1927,0
1221911399468847104,hustlermilan,neutral,individual,male,0.0,252,1414667000,252,461,1925,0
1647817903,m_langat70,neutral,individual,unknown,0.0,865,1414667000,865,1355,37209,0
1647817903,m_langat70,neutral,individual,unknown,0.0,865,1414667000,865,1355,37205,0
914240676249980928,jacobskilonzo,neutral,individual,unknown,0.0,195,1414667000,195,474,137,0
635548922,AustohMwenyewe,neutral,individual,male,0.0,99,1414667000,99,676,7294,0
1455521153242513408,Its_____Anne,neutral,individual,female,0.0,1388,1414667000,1388,266,16981,603
2436739682,Ronoh_1J,neutral,individual,male,0.0,804,1414667000,804,3524,8108,0
1360296311250124800,Fredmoenga1998,neutral,individual,male,0.0,129,1414667000,129,1195,3452,0
1360296311250124800,Fredmoenga1998,neutral,individual,male,0.0,129,1414667000,129,1195,3450,0
3425327759,KirituCharles,neutral,individual,male,0.0,736,1414667000,736,3126,3597,0
1451074937268146176,Paulrop15Paul,neutral,individual,male,0.0,18,1414667000,18,122,1179,0
896311777868304384,Mwass14933274,neutral,individual,unknown,7.7,3614,1414667000,3614,3472,22055,2311
724705775495569408,martinwaithaka8,neutral,individual,unknown,0.0,643,1414667000,643,1318,28473,0
724705775495569408,martinwaithaka8,neutral,individual,unknown,0.0,643,1414667000,643,1318,28472,0
517331956,lord_ofmischief,neutral,individual,unknown,0.0,833,1414667000,833,923,11397,0
1495401419867926528,vinskart,neutral,individual,unknown,0.0,670,1414667000,670,5002,918,0
1301795753363419136,cheroiginC,neutral,individual,male,0.0,689,1414667000,689,711,8774,0
537898048,Ndesh79,neutral,individual,male,0.0,611,1414667000,611,974,169069,0
950596821528793088,abdizohabdallah,neutral,individual,unknown,0.0,41,1414667000,41,37,159,0
950596821528793088,abdizohabdallah,neutral,individual,unknown,0.0,41,1414667000,41,37,153,0
2207518720,SimbaMmojatu,neutral,individual,unknown,23.5,130,1414667000,52,247,327,0
914240676249980928,jacobskilonzo,neutral,individual,unknown,24.3,402,1414667000,193,473,132,0
331736617,Njau_,neutral,individual,unknown,16.2,4004,1414667000,4004,2579,59258,2533
1897240915,RufusReal1,neutral,individual,male,0.0,329,1414667000,329,463,6950,0
2929252750,wamahousee,neutral,individual,unknown,0.0,377,1414667000,377,345,8415,0
4513741397,kams_nation,neutral,individual,unknown,0.0,380,1414667000,380,1826,8250,0
2267336859,NgeiywoMartin,neutral,individual,unknown,0.0,451,1414667000,451,488,20095,0
1487804318652809216,ki96269449,neutral,individual,male,0.0,70,1414667000,70,45,3983,0
3134755743,Tom_Bayeyeh,neutral,individual,male,0.0,104,1414667000,104,393,750,0
1229769149188124672,MwarariMr,neutral,individual,male,0.0,158,1414667000,158,475,16875,0
3677470348,Nai_WestFinest,neutral,individual,unknown,0.0,134,1414667000,134,137,2047,0
3677470348,Nai_WestFinest,neutral,individual,unknown,0.0,134,1414667000,134,137,2035,0
1182780427255341056,IKenmax,neutral,individual,unknown,0.0,354,1414667000,354,186,9558,0
1086518679309815808,RealHostar,neutral,individual,unknown,0.0,152,1414667000,152,130,2485,0
1400404795031175168,SamGs07543149,neutral,individual,unknown,0.0,321,1414667000,321,250,19592,0
826338233311182848,KorirDominic8,neutral,individual,male,0.0,312,1414667000,312,370,2380,0
735503595991371776,ericmakorio,neutral,individual,male,0.0,505,1414667000,505,1083,20623,0
2194145797,JKchemunyan2012,neutral,individual,male,0.0,90,1414667000,90,486,640,0
1296560876296835072,Githuku_Kiama,neutral,individual,unknown,0.0,230,1414667000,230,412,6432,0
1306170881438355456,NancyCheruiyot_,neutral,individual,female,0.0,110,1414667000,110,245,939,0
395422054,lymmoe,neutral,individual,unknown,0.0,366,1414667000,366,801,4411,0
40168697,kenchep,neutral,individual,male,0.0,664,1414667000,664,4997,22619,0
40168697,kenchep,neutral,individual,male,0.0,664,1414667000,664,4997,22618,0
2929252750,wamahousee,neutral,individual,unknown,0.0,376,1414667000,376,345,8407,0
2929252750,wamahousee,neutral,individual,unknown,0.0,376,1414667000,376,345,8406,0
832205527362867200,oronijunior,neutral,individual,unknown,0.0,266,1414667000,266,746,305,0
937694810433097728,stivin_holla,neutral,individual,male,0.0,259,1414667000,259,1828,3599,0
1223892743816204288,Bernardmwanzia8,neutral,individual,male,0.0,190,1414667000,190,1016,4400,0
2195601763,felixronohh,neutral,individual,male,34.9,12258,1414667000,12258,13541,58246,5590
1506291998298361856,MOTARI25,neutral,individual,unknown,0.0,1350,1414667000,1350,891,11304,562
1010175269364256768,salom65556035,neutral,individual,female,24.0,5434,1414667000,5434,4406,987,3246
2267336859,NgeiywoMartin,neutral,individual,unknown,0.0,450,1414667000,450,488,20065,0
1333319417976016896,Anthonymulley,neutral,individual,male,0.0,395,1414667000,395,2340,2468,0
1530216656617844736,Pk53534395,neutral,individual,unknown,0.0,17,1414667000,17,103,430,0
1157050422,mutumamurithi,neutral,individual,unknown,17.2,4086,1414667000,4086,4204,21233,2578
1530115938732883968,malcolmwabwile,neutral,individual,male,0.0,24,1414667000,24,44,649,0
912325619157012480,NyandikoDickson,neutral,individual,unknown,0.0,27,1414667000,27,12,681,0
416986001,NjuruPK,neutral,individual,unknown,3.4,2229,1414667000,2229,971,21812,1373
1530115938732883968,malcolmwabwile,neutral,individual,male,0.0,24,1414667000,24,44,639,0
1469256265117360128,MutethiaSilas,neutral,individual,unknown,0.0,156,1414667000,156,356,1751,0
1190978384,ItsSossion,neutral,individual,male,6.0,2925,1414667000,2925,2564,24354,1880
476563121,NDUGIREC,neutral,individual,unknown,0.0,281,1414667000,281,163,13910,0
913347002204901376,caleb_gachugu,neutral,individual,male,0.0,498,1414667000,498,537,1558,0
1479370249631932416,ErickkChirchir2,neutral,individual,male,0.0,1639,1414667000,1639,1157,7646,858
980517498272604160,tylerkym254,neutral,individual,female,3.4,2232,1414667000,2232,4948,11085,1375
1376833278381015040,kanamboo2,neutral,individual,unknown,6.6,3152,1414667000,3152,2449,2906,2029
835103019855405056,joe_clinch,neutral,individual,male,0.0,819,1414667000,819,699,6621,0
719705020,musa_manza,neutral,individual,male,0.4,1725,1414667000,1725,1902,31139,940
1463734156463161344,ShiiWanjiru6,neutral,individual,unknown,0.0,612,1414667000,612,228,4327,0
3020280357,peterph_gichuhi,neutral,individual,male,0.0,654,1414667000,654,2181,29227,0
1467423958098190336,j_fatuj3,neutral,individual,unknown,0.0,14,1414667000,14,37,198,0
3255314446,bravin_siwa,neutral,individual,unknown,24.6,5616,1414667000,5616,772,47295,3328
1454414562871189504,Emperorkoffici1,neutral,individual,unknown,0.0,439,1414667000,439,2042,25,0
1187661639371374592,amanofafrika,neutral,individual,unknown,0.0,1182,1414667000,1182,1175,955,371
564665735,FredKiptanui,neutral,individual,male,0.0,283,1414667000,283,1198,2973,0
1130137267195064320,BarakaChampion,neutral,individual,unknown,0.0,380,1414667000,380,482,1606,0
936224340072390656,kentungaz,neutral,individual,female,19.6,4347,1414667000,4347,4283,2321,2717
1513084194221666304,OOtenge,neutral,individual,unknown,5.0,2599,1414667000,2599,5001,5092,1653
4600570889,ondoro_erickson,neutral,individual,unknown,0.0,43,1414667000,43,110,26,0
1422162942305443840,k_yovinne,neutral,individual,unknown,0.0,62,1414667000,62,460,2102,0
2528267698,WangalwaTony,neutral,individual,male,0.0,550,1414667000,550,1687,1127,0
366300522,Charlie_Popeye,neutral,individual,male,25.3,5826,1414667000,5826,4976,55766,3420
366300522,Charlie_Popeye,neutral,individual,male,25.3,5826,1414667000,5826,4976,55765,3420
954251091771908096,kelvin_mwebia,neutral,individual,unknown,1.3,1848,1414667000,1848,1366,23158,1052
1453232840456478720,_SirEric_,neutral,individual,unknown,0.0,58,1414667000,58,68,1972,0
2719480965,Its_Chemwotei,neutral,individual,male,0.0,1175,1414667000,1175,4616,1065,363
1150123559731286016,Jumabonny711,neutral,individual,unknown,4.6,2492,1414667000,2492,3372,11473,1575
1172339870,Kibet75Bett,neutral,individual,unknown,0.0,771,1414667000,771,1480,30025,0
1215439676,Meninist254,neutral,individual,unknown,14.2,3872,1414667000,3872,3976,67914,2460
1431629823525462016,GideonKibicho1,neutral,individual,male,24.2,5487,1414667000,5487,573,104087,3270
819177433127591936,benardongeri_,neutral,individual,unknown,0.0,899,1414667000,899,966,23935,7
819177433127591936,benardongeri_,neutral,individual,unknown,0.0,899,1414667000,899,966,23934,7
1295032579,BillowIsmail,neutral,individual,male,5.8,2839,1414667000,2839,4228,37744,1822
1212364097003511808,TonnyKamwai,neutral,individual,unknown,0.0,1043,1414667000,1043,2356,18813,200
1188357065573650432,BrianChemwaa,neutral,individual,male,2.1,1989,1414667000,1989,1422,9508,1175
216069518,Sir_Rawlings,neutral,individual,unknown,37.6,16994,1414667000,16994,16425,58701,6750
4855128472,idibravine,neutral,individual,unknown,0.0,603,1414667000,603,1097,5411,0
527314875,rodgers_ruttoh,neutral,individual,unknown,0.0,1310,1414667000,1310,4809,2795,518
955156333485068288,William_nganga1,neutral,individual,male,0.0,135,1414667000,135,540,2035,0
1259401796830846976,KariusRyano,neutral,individual,unknown,0.0,60,1414667000,60,74,30,0
1182780427255341056,IKenmax,neutral,individual,unknown,0.0,354,1414667000,354,186,9521,0
1220264749289656320,ckipkoskei,neutral,individual,unknown,2.2,2004,1414667000,2004,289,432,1188
1490274006238388224,KiongoziGk,neutral,individual,unknown,0.0,449,1414667000,449,445,3958,0
1220264749289656320,ckipkoskei,neutral,individual,unknown,2.2,2004,1414667000,2004,289,431,1188
1415271958548209664,Real_Cheruiyot,neutral,individual,unknown,0.0,37,1414667000,37,50,434,0
3321038232,KIBETKOECH_,neutral,individual,unknown,5.9,2872,1414667000,2872,4812,10052,1844
1162352059556999168,MwaurahDrax,neutral,individual,male,0.0,416,1414667000,416,107,13264,0
707573011466031104,BenardMosbei,neutral,individual,unknown,0.0,514,1414667000,514,361,9241,0
1285722866,KoomeMapesa,neutral,individual,male,0.0,539,1414667000,539,1323,3757,0
536076309,HMosago,neutral,individual,unknown,0.0,63,1414667000,63,257,487,0
902519384253575168,RaswilliEms69,neutral,individual,unknown,36.0,13735,1414667000,13735,12797,187758,5978
1016559101390749696,HAlekhine,neutral,individual,unknown,0.0,601,1414667000,601,521,4498,0
1262257822886252544,David___Mbugua,neutral,individual,male,0.0,933,1414667000,933,255,77104,54
2405066607,Brianketer5,neutral,individual,unknown,1.8,1937,1414667000,1937,1588,19034,1130
34962084,wesrono,neutral,individual,unknown,36.6,14769,1414667000,14769,14551,33371,6234
954251091771908096,kelvin_mwebia,neutral,individual,unknown,1.3,1849,1414667000,1849,1366,23148,1053
924917498,martomuge,neutral,individual,unknown,0.0,1409,1414667000,1409,1954,15177,625
1523523119289352192,r_koskei,neutral,individual,unknown,0.0,106,1414667000,106,732,383,0
1523523119289352192,r_koskei,neutral,individual,unknown,0.0,106,1414667000,106,732,382,0
1431629823525462016,GideonKibicho1,neutral,individual,male,24.2,5503,1414667000,5503,573,103970,3277
1670683963,sammy_macharia,neutral,individual,unknown,0.0,1462,1414667000,1462,1862,36242,681
103802543,DavidGichamba,neutral,individual,male,0.0,522,1414667000,522,475,5552,0
1210574636,denorugut,neutral,individual,male,0.0,120,1414667000,120,111,1957,0
103802543,DavidGichamba,neutral,individual,male,0.0,522,1414667000,522,475,5548,0
1475159683367411712,MastonKim1,neutral,individual,unknown,0.7,1766,1414667000,1766,2503,8762,978
4008191729,IsoeKenty,neutral,individual,unknown,0.0,1500,1414667000,1500,1661,8805,720
1563813548,Hon_ChaguaRuto,neutral,individual,unknown,25.5,5906,1414667000,5906,4296,6985,3455
1032962263819411456,DaView_k,neutral,individual,male,25.1,5775,1414667000,5775,6240,138276,3398
3020280357,peterph_gichuhi,neutral,individual,male,0.0,654,1414667000,654,2179,29221,0
386387195,Kemboi85,neutral,individual,male,0.0,0,1414667000,0,12,17,0
43661074,Rotichk,neutral,individual,unknown,34.5,11848,1414667000,11848,5236,66688,5477
43661074,Rotichk,neutral,individual,unknown,34.5,11848,1414667000,11848,5236,66679,5477
1530240160079691776,Arapkemeikimuu,positive,individual,male,11.9,120,1414667000,120,167,713,0
1009076134401728512,Suiyotkip,neutral,individual,unknown,0.0,276,1414667000,276,206,3556,0
746217570156482560,Actuary_Ezrah,neutral,individual,unknown,0.0,432,1414667000,432,774,4584,0
1448748455766249472,ratemo_perminus,neutral,individual,unknown,0.0,322,1414667000,322,965,1459,0
1264649628298940416,Mikeindusa1,neutral,individual,unknown,0.0,260,1414667000,260,410,129,0
937757417240064000,KipropElvis0,neutral,individual,unknown,0.0,852,1414667000,852,2177,5421,0
1219304109054054400,amohprovoke,neutral,individual,unknown,0.0,1371,1414667000,1371,806,3270,585
2437004887,jensenojago,neutral,individual,unknown,0.0,1561,1414667000,1561,4971,21060,781
895651580099297280,Vaite254,neutral,individual,male,31.7,10009,1414667000,10009,6285,7879,4938
1171338597502476288,fatmah_banj,neutral,individual,unknown,0.0,440,1414667000,440,396,1819,0
2554635290,sangdengkip,neutral,individual,unknown,0.0,89,1414667000,89,882,2871,0
1168381022804828160,daltoo_eye,neutral,individual,female,0.0,731,1414667000,731,3925,19169,0
893078780943765504,KipyegoSanga,neutral,individual,unknown,0.0,229,1414667000,229,553,356,0
4145432705,Mwikiah,neutral,individual,unknown,0.0,1036,1414667000,1036,743,10758,191
68382599,OleItumbi,neutral,individual,male,91.3,1829421,1414667000,1649511,8247,57620,263166
838410058014801920,KoilaiL,neutral,individual,unknown,0.0,283,1414667000,283,1377,4811,0
2246570950,MWALIMU_AMUNGA,neutral,individual,unknown,76.9,1053364,1414667000,38790,5723,13906,43159
1346303719,Fadhilow,neutral,individual,male,23.8,5347,1414667000,5347,3733,40355,3206
999409407028088832,EdukonDaniel,neutral,individual,male,0.0,1281,1414667000,1281,2131,17296,485
1340883594496139264,BernardKRotich1,neutral,individual,male,0.0,488,1414667000,488,708,1775,0
202833828,SophisticatedDj,neutral,individual,unknown,0.0,890,1414667000,890,1093,8280,0
1899680726,waseges,neutral,individual,unknown,0.0,1096,1414667000,1096,4976,3237,267
583667925,tricore_digital,neutral,individual,unknown,0.0,682,1414667000,682,1800,6557,0
1563813548,Hon_ChaguaRuto,neutral,individual,unknown,25.5,5905,1414667000,5905,4296,6970,3454
255098080,nikjaki,neutral,individual,male,23.8,5351,1414667000,5351,5738,20055,3208
1501498928306561024,TravisNgich,neutral,individual,male,0.0,58,1414667000,58,176,503,0
472859663,dnkchelule,neutral,individual,male,0.4,1717,1414667000,1717,1590,3214,932
472859663,dnkchelule,neutral,individual,male,0.4,1717,1414667000,1717,1590,3211,932
1519679280711716864,john_ojunga9,neutral,individual,male,0.0,137,1414667000,137,127,3204,0
1245751784104230912,WillingSon67,neutral,individual,unknown,0.0,305,1414667000,305,1056,4525,0
988307100,AntonyMuhuma,neutral,individual,male,0.0,901,1414667000,901,1202,11112,9
1262257822886252544,David___Mbugua,neutral,individual,male,0.0,934,1414667000,934,255,77063,55
951478057,Mwathiken,neutral,individual,unknown,0.0,1570,1414667000,1570,1569,2766,790
953297736924884992,Mwaistanley2,neutral,individual,male,0.0,662,1414667000,662,1016,14208,0
1210574636,denorugut,neutral,individual,male,0.0,120,1414667000,120,111,1954,0
1501498928306561024,TravisNgich,neutral,individual,male,0.0,58,1414667000,58,176,489,0
707573011466031104,BenardMosbei,neutral,individual,unknown,0.0,513,1414667000,513,361,9235,0
1262257822886252544,David___Mbugua,neutral,individual,male,0.0,933,1414667000,933,255,77026,54
1210574636,denorugut,neutral,individual,male,0.0,120,1414667000,120,111,1953,0
1103586017406259200,ManyikaMunguti,neutral,individual,unknown,0.0,664,1414667000,664,2335,2619,0
1103586017406259200,ManyikaMunguti,neutral,individual,unknown,0.0,664,1414667000,664,2335,2618,0
1378354093681479680,Vinncott3,neutral,individual,unknown,0.0,161,1414667000,161,1080,2370,0
914628382222057472,Rashidhatibu254,neutral,individual,male,0.0,255,1414667000,255,157,17113,0
1090115402687045632,GeorgeKipkurui,neutral,individual,male,0.0,293,1414667000,293,248,1571,0
1336002016796172288,Nyawira2005,neutral,individual,unknown,0.0,139,1414667000,139,270,2240,0
336994489,Willieboy_m,neutral,individual,male,3.5,2255,1414667000,2255,1249,117292,1394
3393558105,Castroh_F,neutral,individual,male,0.0,556,1414667000,556,595,1504,0
833551003676979200,elly_kiplaa,neutral,individual,male,2.4,2034,1414667000,2034,3015,13705,1213
2882803068,KanjamG,neutral,individual,unknown,0.0,62,1414667000,62,374,1802,0
1477593005418856448,TonyKingv20,neutral,individual,male,0.0,43,1414667000,43,21,2735,0
1280939030377611264,UNCLECOMMANDO,neutral,individual,unknown,0.0,609,1414667000,609,1454,6412,0
1477593005418856448,TonyKingv20,neutral,individual,male,0.0,43,1414667000,43,21,2732,0
836557643502272512,theallan_t,neutral,individual,male,0.0,1443,1414667000,1443,1616,7108,661
152181438,EPLNewsSoccer,neutral,individual,unknown,29.7,8085,1414667000,8085,2963,379555,4303
996072396292546560,NeddoTatayo,neutral,individual,male,17.6,4117,1414667000,4117,4753,33712,2595
2155644233,QsKariuki,neutral,individual,unknown,0.0,454,1414667000,454,4959,3818,0
949834867,MurimiGee,neutral,individual,unknown,0.0,768,1414667000,768,1263,9859,0
15915563,miguelmuguchia,neutral,individual,male,5.7,2806,1414667000,2806,4787,91737,1799
996072396292546560,NeddoTatayo,neutral,individual,male,17.6,4117,1414667000,4117,4753,33710,2595
15915563,miguelmuguchia,neutral,individual,male,5.7,2806,1414667000,2806,4787,91736,1799
836557643502272512,theallan_t,neutral,individual,male,0.0,1442,1414667000,1442,1615,7105,660
2413095144,ItsRopC,neutral,individual,unknown,23.7,5334,1414667000,5334,4615,8795,3200
1172339870,Kibet75Bett,neutral,individual,unknown,0.0,771,1414667000,771,1480,30018,0
1440413993080737792,purelovenation,neutral,individual,female,0.0,7,1414667000,7,200,67,0
2964287212,itsmbugua,neutral,individual,unknown,0.0,1575,1414667000,1575,1488,114213,795
1280939030377611264,UNCLECOMMANDO,neutral,individual,unknown,0.0,609,1414667000,609,1454,6408,0
1110483536161792000,JohnWil50304360,neutral,individual,male,0.0,203,1414667000,203,283,4063,0
1091292192,TSetanei,neutral,individual,unknown,2.5,2066,1414667000,2066,5003,13670,1240
1493088219990306816,KagoModesto,neutral,individual,male,0.0,146,1414667000,146,306,478,0
1351467913367089152,C_chengke,neutral,individual,unknown,3.8,2305,1414667000,2305,2245,1915,1433
3170166473,olivernolly2,neutral,individual,unknown,0.5,1735,1414667000,1735,1229,4285,949
1032962263819411456,DaView_k,neutral,individual,male,25.1,5775,1414667000,5775,6239,138252,3398
1032962263819411456,DaView_k,neutral,individual,male,25.1,5775,1414667000,5775,6239,138251,3398
1162352059556999168,MwaurahDrax,neutral,individual,male,0.0,415,1414667000,415,107,13259,0
1162352059556999168,MwaurahDrax,neutral,individual,male,0.0,415,1414667000,415,107,13258,0
904950292113969152,MwendeCharles,neutral,individual,unknown,45.5,47764,1414667000,47764,47606,84200,11499
904950292113969152,MwendeCharles,neutral,individual,unknown,45.5,47764,1414667000,47764,47606,84197,11499
1085444356054704128,WilliamsRutoFan,neutral,individual,male,0.0,870,1414667000,870,2747,6893,0
3301475844,OtengoWelling1,neutral,individual,unknown,0.0,1472,1414667000,1472,3812,26333,691
1249246260,NoelRotich,neutral,individual,male,0.0,1169,1414667000,1169,2215,28583,356
1087620845453934592,MlinziVinnie,neutral,individual,male,0.0,411,1414667000,411,243,5548,0
953297736924884992,Mwaistanley2,neutral,individual,male,0.0,662,1414667000,662,1016,14170,0
769870766,EarnestMananga,neutral,individual,male,13.8,3850,1414667000,3850,4954,32954,2447
1081261356291108864,MuvitiSamuel,neutral,individual,male,0.0,324,1414667000,324,857,6923,0
1487324142852583424,BCherich,neutral,individual,unknown,15.5,3956,1414667000,3956,3731,11358,2507
1709442834,Chiskop_peetz,neutral,individual,unknown,0.0,223,1414667000,223,319,6404,0
452242832,MaithaKarisa,neutral,individual,unknown,0.0,1030,1414667000,1030,850,74322,183
452242832,MaithaKarisa,neutral,individual,unknown,0.0,1029,1414667000,1029,850,74320,182
1709442834,Chiskop_peetz,neutral,individual,unknown,0.0,223,1414667000,223,319,6402,0
3398520663,KuluoJosephine,neutral,individual,female,41.1,27013,1414667000,27013,12136,60504,8656
1501136235842129920,KiprohRob,neutral,individual,unknown,0.0,584,1414667000,584,2668,178,0
914416013164384256,jkenyakwanza,neutral,individual,unknown,0.0,705,1414667000,705,978,2612,0
1128952871209394176,Frank_KanaTech,neutral,individual,male,33.3,11131,1414667000,11131,9845,27223,5274
1507633106907508736,murunga1Murunga,neutral,individual,unknown,0.0,62,1414667000,62,13,160,0
1370982717395984384,TrollPoliticsKe,neutral,individual,unknown,0.0,7,1414667000,7,124,338,0
1128952871209394176,Frank_KanaTech,neutral,individual,male,33.3,11131,1414667000,11131,9845,27222,5274
1530216656617844736,Pk53534395,neutral,individual,unknown,0.0,16,1414667000,16,100,385,0
1530216656617844736,Pk53534395,neutral,individual,unknown,0.0,16,1414667000,16,100,384,0
1422162942305443840,k_yovinne,neutral,individual,unknown,0.0,63,1414667000,63,459,2060,0
914416013164384256,jkenyakwanza,neutral,individual,unknown,0.0,705,1414667000,705,978,2610,0
807282746569723904,joshep1248,neutral,individual,unknown,23.1,5117,1414667000,5117,2801,23074,3099
352958065,anto_whiz,neutral,individual,unknown,1.3,1860,1414667000,1860,5002,45544,1063
283499192,Clifford_Lans,neutral,individual,male,5.7,2805,1414667000,2805,3427,6591,1798
97443396,briankimani,neutral,individual,male,0.0,394,1414667000,394,1263,2555,0
902379652978794496,SirMycal,neutral,individual,male,0.0,795,1414667000,795,430,6892,0
